osm_id,longitude,latitude
node/5538414911,77.7005554,12.9539758
node/5538414912,77.700959,12.9565214
node/5538414913,77.6957212,12.9405892
node/5538414914,77.6966645,12.9418513
node/5538414915,77.6974036,12.9428524
node/5538414916,77.6977253,12.9443091
node/5538414917,77.6982046,12.9453382
node/5538414918,77.6987041,12.9467968
node/5538414919,77.6991877,12.9479592
node/5538414920,77.699341,12.9494306
node/5538414921,77.6996649,12.9505356
node/5538414922,77.6999507,12.951425
node/5538414923,77.6999433,12.9528936
node/5538414924,77.7005273,12.9537871
node/5538414925,77.7008579,12.9561851
node/5538414926,77.6957426,12.9402689
node/5538414927,77.6965356,12.9413604
node/5538414928,77.6972771,12.9426218
node/5538414929,77.6977961,12.9444737
node/5538414930,77.6981357,12.9451344
node/5538414931,77.6986347,12.946564
node/5538414932,77.6991422,12.9477406
node/5538414933,77.6993003,12.9491805
node/5538414934,77.6996234,12.9503232
node/5538414936,77.6998936,12.9526362
node/5538414937,77.7004708,12.9535885
node/5538414938,77.7008524,12.9556705
node/5538414939,77.6956496,12.9401082
node/5538414940,77.6963305,12.9412302
node/5538414941,77.6971563,12.9424045
node/5538414942,77.6975435,12.9438515
node/5538414943,77.6980711,12.9449509
node/5538414944,77.6985553,12.9463283
node/5538414945,77.6990536,12.9474742
node/5538414946,77.6991995,12.9489227
node/5538414947,77.699584,12.950069
node/5538414949,77.6998391,12.9523953
node/5538414950,77.7001462,12.9536432
node/5538414951,77.7005343,12.9551519
node/5538414952,77.7009418,12.9553953
node/5538414953,77.6953857,12.9400893
node/5538414954,77.6959636,12.9410246
node/5538414955,77.6970232,12.9421693
node/5538414956,77.6974566,12.9435988
node/5538414957,77.6979925,12.9447182
node/5538414958,77.6984837,12.9461833
node/5538414959,77.6989714,12.9472479
node/5538414960,77.6991607,12.9487173
node/5538414961,77.6994029,12.9498332
node/5538414962,77.6997941,12.9521729
node/5538414963,77.7003708,12.9531977
node/5538414964,77.7005252,12.9544475
node/5538414965,77.701179,12.9561263
node/5544377982,77.6896523,12.9493998
node/5544377983,77.6896142,12.9492975
node/5544378440,77.6895744,12.9495475
node/5544378441,77.6896132,12.9493747
node/5544387348,77.6897932,12.9494582
node/5545252021,77.6901445,12.9493349
node/5545252121,77.6899745,12.9495216
node/5545316921,77.6904438,12.9492702
node/5545488622,77.6900865,12.9494449
node/5545488623,77.6910232,12.9489401
node/5545507923,77.6898224,12.9489065
node/5545507924,77.6897383,12.9494349
node/5545507925,77.6918074,12.9485806
node/5545507926,77.6898257,12.9485467
node/5545507927,77.6891938,12.9479608
node/5545515522,77.6897056,12.9491158
node/5545515523,77.6897861,12.9493955
node/5545515524,77.6906311,12.9492877
node/5545515525,77.6908693,12.9490056
node/5545515526,77.691088,12.9491261
node/5545515527,77.6912299,12.949079
node/5545515528,77.6915851,12.9486523
node/5545515529,77.6888349,12.9483979
node/5545515530,77.6889381,12.9484016
node/5545515531,77.6893238,12.9478216
node/5545519922,77.6892333,12.9485195
node/5545520921,77.6900467,12.9495064
node/5545520922,77.6896222,12.9486471
node/5545520923,77.6888076,12.9481089
node/5545520924,77.6889792,12.9480007
node/5545654423,77.6887423,12.9486687
node/5545654424,77.6886774,12.9483497
node/5545654425,77.688699,12.9481396
node/5545660721,77.6887115,12.9487992
node/5545660723,77.6915687,12.9476356
node/5545660921,77.6887095,12.9484637
node/5545660922,77.6886472,12.9479128
node/5545660923,77.6898489,12.9476132
node/5545660925,77.6898725,12.9478161
node/5545660926,77.688776,12.9481523
node/5545660927,77.6889971,12.9483308
node/5545660929,77.6905803,12.9468345
node/5545660930,77.6911158,12.9471925
node/5545660931,77.6912706,12.9483026
node/5545660932,77.6917216,12.9486671
node/5545660934,77.6910916,12.9474869
node/5545661021,77.6886111,12.9477118
node/5545661022,77.6885653,12.9474743
node/5545661023,77.6885479,12.9474357
node/5545661024,77.6894511,12.9473863
node/5545661025,77.6898768,12.9478378
node/5545661026,77.6898459,12.9478245
node/5545661028,77.6914803,12.9468824
node/5545661029,77.6914899,12.9469702
node/5545661030,77.6915285,12.9473824
node/5545661031,77.6904583,12.9480004
node/5545661221,77.6887838,12.9472738
node/5545661222,77.6890908,12.9470871
node/5545661223,77.6892149,12.9471834
node/5545661224,77.689909,12.9472321
node/5545661226,77.6890061,12.9483388
node/5545661621,77.6914574,12.9472658
node/5545661622,77.6913484,12.9480262
node/5545661821,77.6908829,12.9479528
node/5545796321,77.6900389,12.9504038
node/5545796721,77.6899938,12.950408
node/5545796722,77.6901055,12.9504672
node/5545796723,77.6901579,12.9504615
node/5545796733,77.6907664,12.9500095
node/5545797121,77.6907406,12.9503088
node/5545797424,77.6915146,12.9499501
node/5545797425,77.6910791,12.9499222
node/5545797426,77.6908568,12.949961
node/5545797427,77.6907684,12.94999
node/5545797524,77.6910679,12.9499327
node/5782054448,77.6826653,12.9087765
node/5782054449,77.6824404,12.908213
node/5782054450,77.6822234,12.9075803
node/5782055071,77.6822197,12.9088021
node/6080562530,77.7118091,12.9721722
node/6080562531,77.7118698,12.9720204
node/6080562537,77.7119306,12.9718553
node/6080562538,77.7122565,12.9709304
node/6080562540,77.7124166,12.9705506
node/6654828324,77.5627124,13.0186349
node/7942081057,77.6185923,13.0045039
node/7942081058,77.6184704,13.0045516
node/7942081059,77.6179858,13.004741
node/7942081060,77.6177962,13.004815
node/7942081064,77.619072,13.0043237
node/7942081065,77.6192808,13.0042444
node/7944395460,77.6194697,13.0038892
node/7944395461,77.6193958,13.0036997
node/7951502082,77.6192261,13.0033547
node/7951502083,77.6193092,13.0030776
node/7951502084,77.6189318,13.0034593
node/7951559785,77.6190142,13.0031856
node/7951559786,77.6188971,13.0032304
node/7951559787,77.6187469,13.0032878
node/7951559788,77.6186307,13.0033322
node/7951559789,77.6186611,13.0035593
node/7951559790,77.6184135,13.0036468
node/7951559791,77.6185141,13.0033767
node/7951559792,77.6183961,13.0034218
node/7951559793,77.6181837,13.0035029
node/7951559794,77.6181579,13.0037812
node/7951559799,77.6182895,13.0037416
node/7951559800,77.6183705,13.0039527
node/7951559801,77.6182304,13.0039621
node/7951559802,77.6182799,13.0041007
node/7951559804,77.6185345,13.004347
node/7954170213,77.6180523,13.0031804
node/7954170215,77.6179827,13.0030095
node/7954170216,77.6179068,13.0028232
node/7954170217,77.6177562,13.0027905
node/7954170220,77.617525,13.0028768
node/7954170221,77.6173289,13.0029501
node/7954170227,77.6170462,13.0030557
node/7954170228,77.6169336,13.0030978
node/7954170229,77.6167576,13.0031635
node/7954170238,77.6168067,13.0032676
node/7954367421,77.6164231,13.002358
node/7955064189,77.6187411,13.0024982
node/7955064190,77.618919,13.0024289
node/7955064191,77.6184498,13.0026117
node/7955064192,77.6183011,13.0026696
node/7955064193,77.618075,13.0027577
node/7955064194,77.617811,13.0026031
node/7955064195,77.6176434,13.0022179
node/7955064197,77.6174889,13.0018881
node/7968683910,77.6182663,13.0046313
node/7968683911,77.6174442,13.0049526
node/7968683912,77.6175051,13.005087
node/7968683914,77.6175981,13.005292
node/7968683916,77.617747,13.0056015
node/7968683917,77.6175965,13.0056598
node/7968683918,77.6176867,13.0056262
node/7968683919,77.6177014,13.0055665
node/7968683920,77.6174928,13.0053298
node/7968683921,77.6174584,13.0053411
node/7968683922,77.6173629,13.0051228
node/7968683923,77.6172273,13.0048235
node/7968683924,77.6169993,13.0051263
node/7968683925,77.6164624,13.0053358
node/7968683926,77.6162275,13.0054275
node/7968683927,77.6163619,13.0057608
node/7968683928,77.6162624,13.0056922
node/7968683930,77.6160572,13.005202
node/7968683931,77.6159894,13.0050534
node/7968683933,77.6158907,13.0048372
node/7968683934,77.6158483,13.0047444
node/7968683936,77.6158883,13.0044708
node/7968833576,77.6145359,13.0051603
node/7968833579,77.6146228,13.0048761
node/7968927787,77.6147534,13.0048264
node/7968927793,77.6148472,13.0047907
node/7968927794,77.6149871,13.0047374
node/7968927796,77.6152284,13.0046455
node/7968927803,77.6153903,13.0045838
node/7968927808,77.6155999,13.004504
node/7968927809,77.6157327,13.0044534
node/7968928230,77.6156498,13.0042448
node/7968928231,77.6155657,13.0040333
node/7968928232,77.6154615,13.0037711
node/7968928233,77.6154209,13.0036753
node/7968928234,77.6153281,13.0034566
node/7968928235,77.6152621,13.003301
node/7968928236,77.6151756,13.0030969
node/7968928237,77.6152274,13.0029793
node/7968928238,77.6151026,13.0029248
node/7968928239,77.6150426,13.0027834
node/7968928240,77.6149425,13.0025474
node/7968928241,77.614912,13.0024499
node/7968928252,77.6158255,13.0024111
node/7968928253,77.6161666,13.0023963
node/8006811887,77.6224813,13.0004685
node/8006811888,77.6227665,13.0003617
node/8006811889,77.62292,13.0003058
node/8006811890,77.6231514,13.0002257
node/8006811891,77.6234347,13.0002097
node/8006811892,77.6236028,13.0001562
node/8006811893,77.6238237,13.0000797
node/8006811894,77.6240866,12.999986
node/8006811896,77.6243486,12.9998925
node/8006811898,77.6246226,12.9997986
node/8006811900,77.624733,12.9997553
node/8006811901,77.6249513,12.9996858
node/8006811902,77.6250077,12.9996688
node/8042463575,77.6162121,13.002481
node/8042463576,77.616369,13.0028286
node/8042463579,77.6162717,13.0033359
node/8042482388,77.6159818,13.0034497
node/8042482389,77.6158476,13.0034992
node/8042482391,77.6166585,13.0034985
node/8042482392,77.6168919,13.0034745
node/8042482393,77.6169359,13.0035874
node/8042482394,77.6166623,13.0035527
node/8042482395,77.6167222,13.00368
node/8042482397,77.6165403,13.0037522
node/8042482398,77.6162107,13.0038832
node/8042482399,77.6162993,13.0041156
node/8042482400,77.6163513,13.0042683
node/8042482401,77.6161831,13.0043288
node/8042482402,77.6160623,13.0043761
node/8042482403,77.6159991,13.0046182
node/8042482404,77.6164277,13.0044546
node/8042482405,77.6164984,13.0046341
node/8042482406,77.6165558,13.004783
node/8042482408,77.6168553,13.004681
node/8042482409,77.6171196,13.0045909
node/8042482411,77.6172632,13.0045379
node/8042482412,77.6177037,13.0043441
node/8042482414,77.6175881,13.0039804
node/8042482415,77.6178786,13.003863
node/8042482416,77.6174209,13.003425
node/8042482419,77.6171838,13.0035044
node/8059198341,77.6238389,13.0013624
node/8059198343,77.6240261,13.0012858
node/8059198344,77.6241554,13.0012363
node/8059198346,77.6244757,13.0011165
node/8059198349,77.6247043,13.001039
node/8059198352,77.6249606,13.0009466
node/8059198368,77.6261884,13.0004819
node/8059198369,77.6261204,13.0005498
node/8059198370,77.6260336,13.0005856
node/8059198371,77.6258732,13.0006416
node/8065071603,77.6257212,13.0006913
node/8065071617,77.6255703,13.0007422
node/8065071618,77.6253919,13.0008062
node/8065138999,77.62321,13.0016532
node/8065139001,77.6236318,13.0014043
node/8065139002,77.6234279,13.0015043
node/8065139003,77.6231863,13.0015817
node/8065139017,77.6230529,13.0011719
node/8065139018,77.6231088,13.0013364
node/8065735861,77.6240163,13.0015604
node/8065735862,77.6237891,13.0016315
node/8065765387,77.6237013,13.0010664
node/8065765388,77.6238806,13.0010089
node/8065765392,77.6234685,13.0008396
node/8068098331,77.6225605,13.0010898
node/8068098334,77.6228566,13.0009862
node/8068098335,77.622995,13.000937
node/8068140791,77.6233616,13.0008015
node/8068140797,77.6237127,13.0006606
node/8068140798,77.6239683,13.0005721
node/8068140799,77.6242121,13.0004868
node/8068140800,77.6243304,13.0004486
node/8068140806,77.62475,13.0003204
node/8068140812,77.6250199,13.0002351
node/8068140813,77.6252827,13.0001351
node/8068140818,77.6253756,13.0001023
node/8068153958,77.6256226,13.0001155
node/8094098559,77.6233345,13.0004865
node/8094098561,77.6232254,13.0001197
node/8094098575,77.6231172,12.9998009
node/8094098578,77.6229591,12.9993786
node/8094098581,77.6228348,12.9990404
node/8094098589,77.6225448,12.9984164
node/8111949244,77.622666,12.9990069
node/8120700171,77.6227565,12.9992436
node/8120700186,77.6228722,12.9995307
node/8120700187,77.6229431,12.9997025
node/8120700193,77.6230571,12.9999812
node/8146305808,77.6228547,13.0021829
node/8146305809,77.6227392,13.0017202
node/8146305810,77.6226746,13.0014825
node/8146305811,77.6226082,13.0012546
node/8146305814,77.6225333,13.0009958
node/8146313820,77.6223184,13.0005673
node/8146313821,77.622266,13.0004185
node/8146313822,77.6221722,13.0001987
node/8146313823,77.6221032,12.9999782
node/8146313824,77.6220349,12.9998081
node/8146313825,77.6219652,12.9996405
node/8146313827,77.6218505,12.9993352
node/8146313828,77.621733,12.9990633
node/8148239615,77.6243154,12.9992291
node/8148282321,77.6243587,12.9992146
node/8148282322,77.6241874,12.9992721
node/8148282336,77.6239381,12.9993559
node/8148282337,77.6238072,12.9993999
node/8148282340,77.6234542,12.9995185
node/8148282342,77.6232348,12.9995922
node/8148282344,77.6225187,12.9998261
node/8148282345,77.6222545,12.9999215
node/8168113607,77.6220937,12.9992278
node/8168113608,77.6224162,12.9991078
node/8168113611,77.6229568,12.9988977
node/8168113613,77.6232345,12.9987935
node/8168113614,77.6233677,12.9987435
node/8168120717,77.6236772,12.9986272
node/8168120718,77.6238086,12.9985779
node/8186304634,77.6213434,12.9994239
node/8186304640,77.6215588,13.0000164
node/8186304641,77.6215995,13.0001314
node/8186304646,77.6216467,13.0002589
node/8186304652,77.6217254,13.0004149
node/8186304653,77.6217706,13.0005485
node/8186304655,77.621859,13.0008105
node/8187720694,77.6219185,13.0010193
node/8187720705,77.6220013,13.0012259
node/8187720706,77.6220772,13.001408
node/8187720709,77.6221086,13.0015474
node/8187720712,77.6221709,13.00169
node/8187720713,77.622232,13.0018331
node/8187720714,77.6223187,13.0020308
node/8187734722,77.6224037,13.0021703
node/8187734723,77.6224776,13.0023121
node/8201208717,77.6238545,13.0020832
node/8201208718,77.6238636,13.0017805
node/8201208728,77.6239829,13.0021121
node/8201208737,77.6249329,13.0017982
node/8201208745,77.6250985,13.0017302
node/8201208746,77.6252363,13.0016739
node/8201208749,77.6257404,13.0014801
node/8201455682,77.6247861,13.0019873
node/8201455684,77.6246671,13.0020342
node/8201455691,77.6243456,13.0021455
node/8201690212,77.6206723,13.0029101
node/8201690213,77.6204954,13.0029961
node/8201690214,77.6201156,13.0031888
node/8201703227,77.6199164,13.003296
node/8219828007,77.6186732,13.0047229
node/8219828008,77.6180141,13.0042349
node/8219864645,77.6181355,13.0033845
node/8219864646,77.6177168,13.0023866
node/8219864649,77.6186015,13.0013948
node/8219864650,77.6186895,13.0013473
node/8219864651,77.618458,13.0014621
node/8219864652,77.6182198,13.0015834
node/8219864653,77.6180587,13.0016533
node/8219864654,77.6178827,13.0017271
node/8219864655,77.6177785,13.0017693
node/8219864656,77.6181703,13.001718
node/8222326232,77.6173112,13.0050046
node/8222357115,77.616495,13.0026032
node/8222357116,77.616564,13.0027797
node/8222393017,77.6166576,13.0029935
node/8237079640,77.6177747,13.0052204
node/8237079641,77.6179148,13.0051656
node/8237079642,77.6181026,13.0050913
node/8237079644,77.6168118,13.0051995
node/8237079646,77.616171,13.0054511
node/8237079647,77.6162232,13.0055888
node/8237079648,77.6162909,13.0057674
node/8237187047,77.6166375,13.0045619
node/8237187048,77.6165463,13.004333
node/8237187049,77.616438,13.0040579
node/8237187050,77.6164732,13.0039119
node/8237187051,77.6167862,13.0037862
node/8237187052,77.6172283,13.0036236
node/8237187053,77.6173203,13.003635
node/8237187054,77.6173871,13.0038179
node/8237187055,77.6174475,13.0039814
node/8237187056,77.6175026,13.0042723
node/8237187057,77.6173239,13.0043497
node/8237187058,77.6170659,13.0044526
node/8237187059,77.6167249,13.004573
node/8237194547,77.6163917,13.0038113
node/8237194548,77.6168293,13.0036374
node/8237211595,77.6187177,13.0048433
node/8237211596,77.6187499,13.0049304
node/8237211597,77.6188123,13.0050994
node/8237211598,77.6188372,13.0051666
node/8237648953,77.6257667,13.0021381
node/8237648954,77.6258919,13.0020862
node/8237648955,77.6260025,13.0020437
node/8237648957,77.6262253,13.0019581
node/8237648974,77.6265288,13.0018415
node/8237648977,77.6267749,13.001747
node/8237648978,77.6268891,13.0017032
node/8237648980,77.6270781,13.0016306
node/8237648985,77.627207,13.0015811
node/8237913714,77.6269174,13.0010115
node/8237913715,77.6268323,13.0010454
node/8237913716,77.6267449,13.0010802
node/8237923820,77.6265573,13.0011548
node/8237923824,77.6263761,13.001227
node/8237923829,77.6262071,13.0012943
node/8237923835,77.6260285,13.0013654
node/8237923837,77.6258707,13.0014282
node/8360019088,77.6197809,13.0040844
node/8360019089,77.6198809,13.004035
node/8360019090,77.6200254,13.003971
node/8360019091,77.6201319,13.0039194
node/8360019093,77.6200776,13.0038004
node/8360019094,77.6200154,13.0036726
node/8360019095,77.6199362,13.0035092
node/8360019097,77.6198851,13.0034117
node/8360019098,77.6197591,13.0031858
node/8360019099,77.6198187,13.0032804
node/8360148814,77.6203745,13.0038185
node/8360148815,77.6205746,13.0036212
node/8360168218,77.621016,13.0033831
node/8360168219,77.6212746,13.0032531
node/8360168222,77.6215989,13.0030543
node/8360168226,77.6219345,13.0029971
node/8360168228,77.6220745,13.002799
node/8360168229,77.621958,13.0032822
node/8360168230,77.6222065,13.0028506
node/8377680516,77.6225059,13.0026417
node/8377682218,77.6227835,13.0024936
node/8377682220,77.6231044,13.0022097
node/8377682221,77.6229063,13.0023298
node/8377682222,77.6233699,13.0020389
node/8377682223,77.6235272,13.0019717
node/8589642791,77.6201997,13.00404
node/8589642792,77.6202887,13.004218
node/8589642793,77.6203294,13.004306
node/8589642794,77.6204011,13.0044325
node/8589642795,77.6204618,13.0045463
node/8589642796,77.6205743,13.0047462
node/8589642797,77.6205159,13.0046327
node/8589642798,77.620616,13.0048528
node/8589642799,77.6206589,13.0049457
node/8589642800,77.6207109,13.0050568
node/8589642801,77.620759,13.0051596
node/8589642802,77.6209293,13.0051082
node/8589642803,77.6210443,13.0050812
node/8589642804,77.6211657,13.0050544
node/8589642805,77.6212709,13.005028
node/8589642806,77.6214796,13.0049725
node/8589642807,77.6216357,13.00493
node/8589642808,77.6218025,13.0048921
node/8589642809,77.6219073,13.0048688
node/8589642810,77.6220507,13.0048352
node/8589642811,77.6222344,13.0047971
node/8589642812,77.6224888,13.0047348
node/8589642813,77.6226679,13.0046899
node/8589642814,77.6228182,13.0046515
node/8589642815,77.6230294,13.0046045
node/8589642816,77.6231487,13.0045752
node/8589949339,77.6214306,12.9996637
node/8589949340,77.6214947,12.9998286
node/8594821780,77.6220032,13.0026451
node/8594821786,77.6219104,13.0024546
node/8594821787,77.6218189,13.0022826
node/8594821788,77.6217349,13.0021107
node/8594821793,77.621684,13.0019963
node/8594821795,77.6215736,13.0017569
node/8594821806,77.6214925,13.0015797
node/8594821808,77.6213616,13.0012064
node/8594821810,77.6212358,13.0008523
node/8594821813,77.6211843,13.0006987
node/8594821814,77.6210922,13.0004851
node/8594821816,77.6210185,13.0002936
node/8594849019,77.6209419,13.0001019
node/8594849020,77.62088,12.9999183
node/8594849021,77.6207795,12.9996635
node/8594849022,77.6208984,12.999775
node/8890701641,77.6239971,12.9987778
node/8890701643,77.623796,12.9988643
node/8890701661,77.6245937,12.9992786
node/8890701662,77.6247767,12.9994495
node/8890701667,77.6251137,12.9997893
node/8890701669,77.6252297,12.9998951
node/8890701674,77.6253809,13.0000301
node/8895342189,77.6236896,13.0014191
node/8895424326,77.6258127,13.0002199
node/8895424334,77.626036,13.0003561
node/8895424335,77.6261207,13.0004116
node/8895424340,77.626429,13.0006388
node/8895424341,77.6266283,13.0007519
node/8895424343,77.6269403,13.0009586
node/8895424344,77.623894,13.0021654
node/8916907741,77.6207723,13.0046877
node/8916907742,77.6209265,13.0046465
node/8916907743,77.6211992,13.0045807
node/8916907744,77.621043,13.0045695
node/8916907745,77.6210581,13.0046146
node/8916907751,77.6214552,13.0045054
node/8916907752,77.6217345,13.0044066
node/8916907754,77.6218997,13.0043299
node/8916907755,77.6221488,13.004216
node/8916907756,77.6223547,13.0041008
node/8916907758,77.6225907,13.0038801
node/8916964738,77.6231126,13.0044777
node/8916964739,77.623081,13.0043966
node/8916964741,77.6230173,13.0042456
node/8916964745,77.6229169,13.0040762
node/8916964753,77.6225761,13.0035707
node/8916964755,77.6225158,13.003473
node/8916964756,77.6224447,13.0033562
node/8916964758,77.6222818,13.0030915
node/8917134550,77.6241301,13.002486
node/8917134556,77.6242415,13.0027821
node/8917134557,77.6241449,13.0028203
node/8917134561,77.62447,13.0026884
node/8917134563,77.6246139,13.0026272
node/8917134567,77.6247704,13.0025597
node/8917134570,77.6249739,13.0024748
node/8917134572,77.6251451,13.0024047
node/8917134578,77.6255106,13.0022535
node/8917134580,77.6256749,13.0021876
node/8917134585,77.6257389,13.0021013
node/8917134590,77.6255186,13.001782
node/8928741374,77.6224121,12.9982775
node/8928741375,77.6220631,12.9985675
node/8928741376,77.6219423,12.9986679
node/8928741377,77.6218204,12.9987692
node/8928741378,77.6222683,12.998397
node/8928749050,77.6215619,12.9989849
node/8928749051,77.6214152,12.9991041
node/8929069020,77.6188521,13.0019388
node/8929069022,77.6190102,13.0022883
node/8929069023,77.6192332,13.0028809
node/8929069024,77.6191018,13.0025612
node/8929069027,77.6195785,13.0041377
node/8929069028,77.619631,13.0042721
node/8929069029,77.6196835,13.0044023
node/8929069030,77.6197755,13.0046348
node/8929069031,77.6198081,13.0047185
node/8930765892,77.621241,13.0025872
node/8930765893,77.6212027,13.0024918
node/8930765894,77.6210397,13.0021822
node/8930765899,77.6209517,13.0019847
node/8930765900,77.6209254,13.0019325
node/8930765901,77.6208046,13.0020496
node/8930765902,77.6206685,13.0021101
node/8930765903,77.6207511,13.0023495
node/8930765904,77.6207047,13.002421
node/8930765910,77.6206327,13.0024581
node/8930765913,77.6204348,13.0025713
node/8930765915,77.620235,13.0026934
node/8930769520,77.619999,13.0028739
node/8930769524,77.6197837,13.0030496
node/8930769526,77.6216191,13.0037573
node/8930769527,77.6216603,13.0038436
node/8930769528,77.6217244,13.0039688
node/8963758099,77.6232445,13.0024118
node/8963758100,77.6235305,13.0022963
node/8963758103,77.6236768,13.0022431
node/8963758104,77.6236055,13.002541
node/8963758110,77.6234689,13.0028118
node/8963758112,77.6236693,13.0027383
node/8963767718,77.6240085,13.0024346
node/8963767731,77.6241391,13.0027316
node/8963780178,77.6240252,13.0028761
node/8963780182,77.623657,13.0030583
node/8963780184,77.6233984,13.0031749
node/8963780185,77.6238394,13.0029756
node/8963780186,77.6232884,13.0032507
node/8963780187,77.6233342,13.0033439
node/8963780193,77.6231514,13.0033677
node/8963780194,77.6230057,13.0035394
node/8968138764,77.6243372,13.0030255
node/8968138766,77.6244227,13.003247
node/8968234821,77.6234132,13.0036524
node/8968234824,77.6234501,13.0038642
node/8968234825,77.6234875,13.0040988
node/8968234826,77.6235057,13.0043185
node/8968234829,77.6235202,13.0045479
node/8968234834,77.6233523,13.0032501
node/8968303975,77.6246812,13.0040625
node/8968303976,77.6247844,13.004115
node/8968303978,77.6244649,13.0041463
node/8968303984,77.6242458,13.0042203
node/8968303989,77.6241114,13.0042578
node/8968307822,77.6235001,13.0036259
node/8968307823,77.6236356,13.0035698
node/8968307824,77.6238456,13.0034833
node/8968307828,77.6241171,13.0033685
node/8968307829,77.6242851,13.0032987
node/8968313606,77.6244857,13.0033997
node/8968313612,77.6245812,13.0036454
node/8980319947,77.6242668,13.0037607
node/8980319948,77.6241339,13.0038095
node/8980319949,77.6238707,13.003906
node/8980319956,77.6236209,13.0039976
node/8980581257,77.624835,13.0042666
node/8980581258,77.6250766,13.004195
node/8980581263,77.6253093,13.0041185
node/8980581264,77.6252181,13.0038907
node/8980581265,77.6251544,13.0037537
node/8980581273,77.6249447,13.0034943
node/8980581275,77.6247902,13.0035556
node/8980581284,77.6249312,13.0032582
node/8980581286,77.6248548,13.0030727
node/8980581293,77.6246036,13.003171
node/9014363854,77.6195076,13.0033253
node/9014363871,77.6203627,13.0023995
node/9014363872,77.6202725,13.0020856
node/9014363873,77.6203206,13.0021583
node/9014363874,77.6201836,13.0019499
node/9014363875,77.6201414,13.0018495
node/9014363878,77.6200692,13.0016924
node/9014363880,77.6200798,13.0014869
node/9014363881,77.6202165,13.0014266
node/9032660812,77.6198589,13.0015906
node/9032660814,77.619762,13.0016352
node/9032675920,77.6196192,13.0016995
node/9032675927,77.6193935,13.0018616
node/9032675929,77.6194305,13.0019846
node/9032675942,77.6198741,13.0019986
node/9032675943,77.6196824,13.0020892
node/9032675945,77.6194876,13.0021795
node/9038392380,77.6197909,13.002394
node/9038392381,77.619608,13.0024744
node/9038392382,77.6199466,13.0023111
node/9038392383,77.6201175,13.0022291
node/9038429834,77.6195702,13.0023818
node/9038429839,77.6197129,13.0027576
node/9142142903,77.5880912,12.972659
node/9142142904,77.5881301,12.9728354
node/9142142905,77.5881703,12.9729778
node/9142142906,77.5881985,12.9731791
node/9142312517,77.5915901,12.9753942
node/9142312543,77.5969462,12.9799283
node/9308085742,77.5762131,13.0993975
node/9308085743,77.5764459,13.0995092
node/9308085744,77.5764719,13.0997007
node/9308085745,77.5765667,13.099937
node/9308085746,77.5765717,13.1001878
node/9308085747,77.5765178,13.1004805
node/9308085748,77.576386,13.1006526
node/9308085749,77.5761554,13.1007868
node/9308085750,77.5759259,13.1008208
node/9308085751,77.5756469,13.1008258
node/9308085752,77.5753895,13.1008276
node/9308085753,77.5751931,13.1008648
node/9308085754,77.5750168,13.1008967
node/9308085755,77.5748385,13.1008835
node/9308085756,77.574525,13.1008626
node/9308085757,77.5743523,13.1011924
node/9308085758,77.5742357,13.1010876
node/9308085759,77.5739689,13.1013103
node/9308085760,77.5736416,13.1015396
node/9308085761,77.5735743,13.1016291
node/9308085762,77.5731393,13.1016117
node/9308085763,77.5727873,13.1016619
node/9308085764,77.5726952,13.1015843
node/9308085765,77.572723,13.1013504
node/9308085766,77.5729195,13.1011572
node/9308085767,77.5725444,13.1014374
node/9308085768,77.5729254,13.1010663
node/9308085769,77.5726417,13.101132
node/9308085770,77.5723619,13.1011552
node/9308085771,77.5719948,13.101047
node/9308085772,77.5717889,13.1010722
node/9308085773,77.5713946,13.100959
node/9308085774,77.5712886,13.1008785
node/9308085775,77.5710597,13.1007051
node/9308085776,77.5708011,13.1004078
node/9308085777,77.5706168,13.1005379
node/9308085778,77.5707566,13.1000012
node/9308085780,77.5711472,13.0992822
node/9308085781,77.5707437,13.0992968
node/9308085782,77.5708298,13.0990931
node/9308085783,77.5708965,13.0988957
node/9308085784,77.5712932,13.0986891
node/9308085785,77.5714538,13.0986584
node/9308085786,77.5717732,13.0987386
node/9308085787,77.5719991,13.0989097
node/9308085789,77.5725562,13.0990073
node/9308085790,77.5727734,13.0990696
node/9308085791,77.5729437,13.099119
node/9308085792,77.5730324,13.0992947
node/9308085793,77.5732908,13.0996598
node/9308085794,77.5733839,13.0999617
node/9308085795,77.5735787,13.0995908
node/9308085796,77.5738187,13.0994977
node/9308085797,77.5739943,13.099479
node/9308085798,77.5741821,13.0995451
node/9308085799,77.5743438,13.099645
node/9308085800,77.5745159,13.0997907
node/9308085801,77.5747802,13.0997585
node/9308085802,77.5749715,13.0996179
node/9308085803,77.5753436,13.099562
node/9308085804,77.5756635,13.0996213
node/9308085805,77.5758739,13.0999024
node/9308085806,77.5757835,13.1000853
node/9308085807,77.5756514,13.1001514
node/9308085808,77.5752114,13.1002699
node/9308085809,77.5748498,13.1002632
node/9308085810,77.5745837,13.1002327
node/9308085811,77.5744464,13.1001683
node/9308085812,77.5743699,13.1000769
node/9308085813,77.5742916,13.1002327
node/9308085814,77.5732408,13.1006913
node/9308085815,77.5732513,13.1004498
node/9308085816,77.5728442,13.1001606
node/9308093317,77.5725121,13.1001031
node/9308093318,77.5723421,13.100085
node/9308093319,77.5722,13.1001167
node/9308093320,77.5720789,13.1001235
node/9308093321,77.5718203,13.1001054
node/9308093322,77.5715478,13.0999375
node/9308093323,77.5713312,13.0995859
