osm_id,lit,highway,geometry_type,geometry
way/40696223,yes,trunk,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6208647, 12.9202307], [77.6209061, 12.9201591], [77.6209846, 12.9200598], [77.6213541, 12.9195205], [77.6214053, 12.9194475]]}"
way/41181487,yes,motorway_link,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4772248, 13.056143], [77.4771283, 13.0555082]]}"
way/41181488,no,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4756356, 13.0405084], [77.475993, 13.038056], [77.47604, 13.0376681], [77.4760824, 13.0372547], [77.4761041, 13.0368424], [77.476117, 13.0364453], [77.4761128, 13.0361481], [77.4760809, 13.0356091], [77.4760278, 13.0350455], [77.4759292, 13.0341155], [77.475832, 13.0332689], [77.4757158, 13.0322588], [77.4756267, 13.0313888], [77.4755939, 13.0310472], [77.4755636, 13.0307309], [77.4755499, 13.0305883], [77.4755017, 13.029952], [77.4754781, 13.0294162], [77.4754593, 13.0287441], [77.4754495, 13.0279584], [77.4754779, 13.0261756], [77.4754814, 13.0257947], [77.4755372, 13.0236128], [77.4755523, 13.0232939], [77.4756793, 13.0222633], [77.47578, 13.0216317], [77.47591, 13.020816], [77.475939, 13.0206067], [77.475992, 13.0201384], [77.4760984, 13.0190468], [77.4761435, 13.018358], [77.4761671, 13.0176798], [77.4761725, 13.0171674], [77.4761748, 13.0169476], [77.4761691, 13.0164307], [77.4761632, 13.0160582]]}"
way/41206189,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5844133, 13.097962], [77.584363, 13.0979827], [77.5839256, 13.0981876], [77.5838281, 13.0982596], [77.5836256, 13.0983946], [77.583561, 13.0984381], [77.5834266, 13.0985286], [77.5832078, 13.098676], [77.5828519, 13.0989437]]}"
way/41206192,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5835373, 13.0977736], [77.5834694, 13.0978222], [77.5833239, 13.0979104], [77.5831819, 13.0980039], [77.5830435, 13.0981025], [77.5829092, 13.0982062], [77.5828926, 13.09822], [77.5827666, 13.0983253], [77.5826293, 13.0984502], [77.5824974, 13.0985804], [77.5821722, 13.0989418], [77.5819427, 13.099282], [77.5817, 13.0996409], [77.5814999, 13.1000689], [77.5813825, 13.1005339], [77.5813616, 13.1006148]]}"
way/41206196,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5810907, 13.0998523], [77.5807038, 13.0997399], [77.5801572, 13.0995811], [77.5798573, 13.099494], [77.5790456, 13.0992581], [77.5778642, 13.0989149], [77.5776153, 13.0988426], [77.5773792, 13.098774], [77.577343, 13.0987635]]}"
way/41206210,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5819057, 13.0979742], [77.581489, 13.0984112], [77.5807914, 13.099495], [77.5807038, 13.0997399]]}"
way/41206217,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.583567, 13.0972368], [77.583399, 13.0968657], [77.583197, 13.0963746], [77.5827769, 13.0954847], [77.5826918, 13.0953044], [77.5823776, 13.0946107], [77.5822324, 13.0942902], [77.5821288, 13.0940614], [77.581991, 13.0937749], [77.5819707, 13.0937281]]}"
way/41206218,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5823776, 13.0946107], [77.5820473, 13.0947791], [77.5817379, 13.0949517], [77.5811897, 13.095308], [77.5807724, 13.0956167], [77.5804724, 13.0958989], [77.580185, 13.0962092]]}"
way/41206219,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5822324, 13.0942902], [77.5816545, 13.0946072], [77.5810125, 13.0950267], [77.5803781, 13.0955355], [77.5799194, 13.0959579]]}"
way/41206220,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5811897, 13.095308], [77.5810125, 13.0950267], [77.5808751, 13.0948172], [77.5806929, 13.0945468], [77.5806663, 13.0944942]]}"
way/41206221,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5821288, 13.0940614], [77.581558, 13.0943751], [77.5808751, 13.0948172], [77.5802135, 13.0953531], [77.5797669, 13.0957943]]}"
way/41206222,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.583197, 13.0963746], [77.5828798, 13.0965526], [77.5817726, 13.0973014], [77.5814931, 13.0975221]]}"
way/41206223,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5828798, 13.0965526], [77.5827042, 13.0962142], [77.582559, 13.095897], [77.5824407, 13.0956386], [77.5820473, 13.0947791]]}"
way/41206226,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5827042, 13.0962142], [77.5824583, 13.0963592], [77.5818384, 13.096785], [77.5815342, 13.0970354]]}"
way/41206228,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5822983, 13.0960533], [77.581914, 13.0952791], [77.5817379, 13.0949517]]}"
way/41206229,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.582559, 13.095897], [77.5822983, 13.0960533], [77.5816219, 13.0965585]]}"
way/41206232,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5831561, 13.0951107], [77.5831228, 13.0951246], [77.5826918, 13.0953044]]}"
way/41206238,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.583399, 13.0968657], [77.582983, 13.0971146], [77.5820963, 13.0977584], [77.5818615, 13.0979289]]}"
way/41206239,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5858322, 13.0926893], [77.5858683, 13.0932343], [77.5858861, 13.0934955], [77.5859494, 13.0944263], [77.586015, 13.0956466], [77.586048, 13.0961898]]}"
way/41206240,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5878893, 13.0963655], [77.5869959, 13.096206], [77.5864164, 13.0961961], [77.586048, 13.0961898], [77.585246, 13.0962558], [77.5844324, 13.0964602], [77.5838983, 13.0966446], [77.5838411, 13.0966643]]}"
way/41206242,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.586015, 13.0956466], [77.5855172, 13.0956927], [77.5844171, 13.0959169], [77.5836944, 13.0961532], [77.583625, 13.0961742]]}"
way/41206243,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5834347, 13.0957425], [77.5835047, 13.0957202], [77.5840189, 13.0955562], [77.5843704, 13.0954426], [77.5847208, 13.0953776], [77.5851248, 13.0953026], [77.5854839, 13.0952376]]}"
way/41206244,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5855172, 13.0956927], [77.5854839, 13.0952376], [77.5854513, 13.0944698], [77.5853678, 13.0933069]]}"
way/41206246,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5858683, 13.0932343], [77.5853678, 13.0933069], [77.5849799, 13.0933753], [77.5842509, 13.0935401], [77.5841698, 13.0935584], [77.5832899, 13.0937725], [77.582729, 13.0939828], [77.5827122, 13.0939891], [77.5826688, 13.0940054]]}"
way/41206254,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5832899, 13.0937725], [77.583427, 13.0941079], [77.5835841, 13.0944923], [77.5840189, 13.0955562]]}"
way/41206255,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5851248, 13.0953026], [77.5850691, 13.0941322], [77.5850368, 13.0937281], [77.5849874, 13.0934216], [77.5849799, 13.0933753]]}"
way/41206262,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5844324, 13.0964602], [77.5846026, 13.0968171], [77.5847886, 13.09726], [77.5849845, 13.0977476], [77.5852635, 13.0984629], [77.585438, 13.0988955], [77.585465, 13.0989619]]}"
way/41206263,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5852635, 13.0984629], [77.5857132, 13.0983524], [77.5860121, 13.0983373], [77.5863067, 13.0983225], [77.5870163, 13.0984155]]}"
way/41206264,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5871312, 13.0981353], [77.5868235, 13.0980733], [77.5862198, 13.0980384], [77.5859281, 13.0980584]]}"
way/41206265,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5847886, 13.09726], [77.5852322, 13.0971763], [77.5855236, 13.0971396], [77.5858258, 13.0971015], [77.5865472, 13.0970517], [77.5872175, 13.0971065], [77.5875303, 13.0971616]]}"
way/41206266,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5872175, 13.0971065], [77.5868235, 13.0980733]]}"
way/41206267,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5862198, 13.0980384], [77.5858258, 13.0971015]]}"
way/41206268,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5855236, 13.0971396], [77.5859281, 13.0980584], [77.5860121, 13.0983373]]}"
way/41206269,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5857132, 13.0983524], [77.5852322, 13.0971763]]}"
way/41752358,yes,tertiary,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7367139, 12.9977853], [77.7368222, 12.9977825], [77.7369734, 12.9977971], [77.7381723, 12.9980346], [77.7384789, 12.9980959], [77.7387581, 12.998152], [77.7392618, 12.9982515], [77.739588, 12.9984953], [77.7407832, 12.9987291], [77.7412164, 12.9987931], [77.7416133, 12.9988547], [77.741906, 12.9988942], [77.7423085, 12.9989207], [77.7424496, 12.9988265], [77.7434313, 12.9988866], [77.7438015, 12.9988883], [77.7445525, 12.9988918], [77.7449173, 12.9988552], [77.7450188, 12.9988437], [77.7451208, 12.9988381], [77.745223, 12.9988384], [77.745325, 12.9988448], [77.7454483, 12.9988604], [77.745563, 12.9989681]]}"
way/41953037,yes,secondary,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.577149, 13.099343], [77.5769852, 13.0993055], [77.5766743, 13.0992087], [77.5764651, 13.0991493], [77.5763771, 13.0991242], [77.5762275, 13.0990895], [77.5750697, 13.0988762], [77.5749343, 13.0989004], [77.574524, 13.0988182], [77.5744766, 13.0988091], [77.5742246, 13.0987643], [77.5741109, 13.0987387], [77.5740039, 13.0987181], [77.5738309, 13.0986847], [77.5730412, 13.0985239], [77.5722321, 13.098361], [77.5711429, 13.0981677], [77.5709491, 13.0981359], [77.5705331, 13.0980755], [77.5703724, 13.0980712], [77.5702984, 13.0980686], [77.5701808, 13.0980645], [77.570097, 13.0980615], [77.5692141, 13.0980302], [77.5689295, 13.0979975], [77.5682804, 13.097913], [77.5677141, 13.097837], [77.5675741, 13.0978182], [77.5675185, 13.0978002], [77.5674588, 13.097774], [77.5673004, 13.0977291], [77.5672594, 13.0977201], [77.5672064, 13.0977125], [77.5671495, 13.0977145], [77.5670956, 13.0977306], [77.5670518, 13.0977472], [77.5670041, 13.0977457], [77.566796, 13.0977326], [77.564047, 13.0975314], [77.563965, 13.0975269], [77.5639024, 13.0975278], [77.5638113, 13.097533], [77.5637221, 13.0975394], [77.5636876, 13.0975455], [77.5635031, 13.0975821], [77.5631303, 13.0976757], [77.5630989, 13.0976806], [77.563072, 13.0976848], [77.5630352, 13.0976862], [77.5630094, 13.0976852], [77.5629777, 13.097681], [77.5629502, 13.097671], [77.5629274, 13.0976587], [77.5629037, 13.0976388], [77.5628862, 13.0976178], [77.5628071, 13.0974759], [77.562696, 13.0972788], [77.5623453, 13.0966426], [77.5619349, 13.0958805], [77.561803, 13.0955934], [77.561623, 13.0951985], [77.5614708, 13.0947544], [77.561322, 13.0941509], [77.5611803, 13.0939092], [77.5611547, 13.0938655], [77.5606126, 13.0933581], [77.5602957, 13.0930666], [77.5595725, 13.0923888], [77.5595273, 13.0923455], [77.5593881, 13.0922103], [77.5588803, 13.091742], [77.5585307, 13.091418], [77.5584783, 13.0913821], [77.5576239, 13.0907966], [77.5569514, 13.0903358], [77.5567831, 13.0902205], [77.556584, 13.0898986], [77.5564598, 13.0896978], [77.5563543, 13.0895271], [77.5563189, 13.0894699], [77.5563011, 13.0894455], [77.5559735, 13.0889971], [77.5558392, 13.0887066], [77.5558201, 13.0886432], [77.55577, 13.0884776], [77.5557538, 13.0883799], [77.5557168, 13.0882123], [77.5557169, 13.0881075], [77.5557483, 13.0877809], [77.5557832, 13.0873503], [77.5557824, 13.0873371], [77.5557405, 13.0866028], [77.555691, 13.0863472], [77.5555576, 13.0860776], [77.5555223, 13.0860169]]}"
way/43469902,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6064037, 12.9678157], [77.6064688, 12.9678082], [77.6066435, 12.967725], [77.6067955, 12.9676544], [77.6078452, 12.9671635], [77.6079252, 12.9671235], [77.6086396, 12.9667974], [77.6086806, 12.9667589], [77.6087231, 12.9667181], [77.6087634, 12.9666654]]}"
way/44721635,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6595615, 12.9590191], [77.6595581, 12.9589608], [77.65946, 12.9580085], [77.65941, 12.957493]]}"
way/45258077,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.676126, 12.9222668], [77.6761031, 12.9219451], [77.6760792, 12.9216645], [77.6760259, 12.9213844], [77.6760003, 12.9212644], [77.6759915, 12.9211975], [77.6759755, 12.9210758], [77.6759596, 12.9209229], [77.6759481, 12.9208387], [77.6759363, 12.9207524], [77.6759282, 12.9206931], [77.6759167, 12.92052], [77.6759127, 12.9204772], [77.6759102, 12.9204497], [77.6758903, 12.9202948], [77.6758592, 12.9200824], [77.6754128, 12.9201224], [77.6753805, 12.9199228], [77.6753446, 12.9197011], [77.675131, 12.9183805]]}"
way/45267538,yes,tertiary,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7012601, 12.9941163], [77.7012664, 12.9941761], [77.7012835, 12.99434], [77.7013314, 12.9947991], [77.701353, 12.9950607], [77.7013908, 12.9955194], [77.7013963, 12.9955795], [77.7014248, 12.9959857], [77.7014699, 12.9963313], [77.7014789, 12.9964234], [77.7014988, 12.996647], [77.7015012, 12.9966739], [77.7015472, 12.9971905], [77.7016045, 12.9978328], [77.7016293, 12.998111], [77.7016589, 12.9984428], [77.7016616, 12.9984679], [77.7017398, 12.999182], [77.7017482, 12.9992586], [77.7017544, 12.9993158], [77.7017558, 12.9993559]]}"
way/45298445,no,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.571638, 13.0085394], [77.5716366, 13.0084973], [77.571705, 13.0084157], [77.57205, 13.0080173]]}"
way/45444030,yes,primary,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5970634, 12.9845847], [77.5970549, 12.9845939], [77.5966778, 12.9850224], [77.5963443, 12.9853969], [77.5961928, 12.9855688], [77.5958965, 12.9859149], [77.5958488, 12.9859706], [77.5956351, 12.9862143], [77.5954928, 12.9863855], [77.595364, 12.9865388], [77.5951893, 12.9867536], [77.5951187, 12.9868482], [77.5950769, 12.9869053]]}"
way/45504059,yes,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4701869, 12.9029796], [77.4698273, 12.9039924]]}"
way/45504074,no,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4699009, 12.9460459], [77.4700002, 12.946586], [77.4701548, 12.9473831], [77.4703396, 12.948393], [77.4704454, 12.9489605], [77.4705485, 12.949585], [77.4706205, 12.9501625], [77.4707046, 12.9508745], [77.4707839, 12.9516186], [77.4708723, 12.9524555], [77.4709889, 12.9535035], [77.4711385, 12.9548336], [77.47123, 12.9557529], [77.4713039, 12.9563517], [77.4713282, 12.9570411], [77.4713515, 12.9580323], [77.4713397, 12.9588111], [77.4713254, 12.9597538], [77.4713219, 12.9601128], [77.4713175, 12.9608775], [77.4713099, 12.9625167], [77.4712912, 12.965135], [77.4712888, 12.9664245], [77.4712646, 12.968687], [77.471264, 12.9693426], [77.4712676, 12.970086], [77.4712503, 12.9712532], [77.4712466, 12.9719268], [77.4712438, 12.9731442], [77.4712444, 12.973829], [77.4712306, 12.9745758], [77.4711985, 12.9754375], [77.4711425, 12.9761721], [77.4710511, 12.977258], [77.4708975, 12.9792078], [77.4708297, 12.9800579], [77.4707701, 12.9807354], [77.4706649, 12.9820466], [77.470636, 12.9825038], [77.4706291, 12.9829295], [77.4706302, 12.9832047], [77.470643, 12.9833954], [77.4706561, 12.9835559], [77.4706902, 12.9838697], [77.4707781, 12.9844094], [77.4708262, 12.9846455], [77.4708711, 12.9848345], [77.4709189, 12.985018], [77.4710151, 12.9853194], [77.4711354, 12.9856995], [77.471348, 12.9862991], [77.4715257, 12.9868537], [77.4716646, 12.9872858], [77.4717605, 12.9876348], [77.4718637, 12.9880596], [77.4719853, 12.9886567]]}"
way/45738131,yes,trunk,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.585173, 13.0251528], [77.5847519, 13.02352], [77.5846258, 13.0230409]]}"
way/45919149,yes,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4668926, 13.0587145], [77.4688359, 13.0582057], [77.4693828, 13.0580672]]}"
way/46952982,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6508881, 13.0125914], [77.6507355, 13.0122849], [77.6513569, 13.0118974], [77.651619, 13.0118], [77.652017, 13.0116426], [77.6520868, 13.0117291]]}"
way/46953200,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6515165, 13.0106649], [77.652017, 13.0116426]]}"
way/47971014,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5590386, 13.0106691], [77.5590193, 13.0100423], [77.5590157, 13.009721], [77.5590056, 13.0094015], [77.5589987, 13.0091332], [77.5590823, 13.0088234], [77.5591817, 13.0085179], [77.5592796, 13.0082126], [77.5593513, 13.0079279]]}"
way/47971023,no,tertiary,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5622564, 13.0089843], [77.5629649, 13.0089527], [77.5630379, 13.0089494], [77.5631913, 13.0089426]]}"
way/48166762,yes,unclassified,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6077326, 12.9743274], [77.6076409, 12.9743483], [77.6069506, 12.9745113], [77.6069187, 12.9745188], [77.6068128, 12.9745439], [77.606542, 12.9746081], [77.6063194, 12.9746597], [77.6062613, 12.9746734], [77.6061309, 12.9747032], [77.605951, 12.9747468], [77.6057645, 12.9747918], [77.6057121, 12.9748034], [77.6055843, 12.9748324], [77.6055212, 12.9748465], [77.6053438, 12.9748887], [77.6051418, 12.9749413], [77.6051351, 12.9749431], [77.6047852, 12.9750244], [77.6046942, 12.9750479], [77.6046678, 12.975054], [77.6042812, 12.9751524], [77.6041502, 12.9751867], [77.6040731, 12.9752046], [77.6035633, 12.9753321], [77.6033625, 12.9753824], [77.6030624, 12.9754575], [77.6028006, 12.9755231], [77.6027863, 12.9755262]]}"
way/48729759,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5548439, 13.0012017], [77.5545585, 13.0012195], [77.5542939, 13.0012363], [77.5540634, 13.001262], [77.5538597, 13.0012816], [77.5536954, 13.0012743], [77.5534948, 13.0012905], [77.5533662, 13.0012993], [77.553192, 13.0013428]]}"
way/48952393,yes,residential,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5806663, 13.0944942], [77.5806376, 13.0944535], [77.580503, 13.0942273], [77.5802591, 13.0936692], [77.5802448, 13.0936118], [77.5800355, 13.0930718], [77.5799331, 13.0928344]]}"
way/51869444,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5938077, 12.9771437], [77.5939021, 12.9770121], [77.5944571, 12.9764881], [77.5946713, 12.9762933], [77.5946883, 12.9762796]]}"
way/51869445,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5934661, 12.9767968], [77.5935018, 12.9767653], [77.5935936, 12.9766988], [77.5941364, 12.9762165], [77.5943713, 12.9759866]]}"
way/51869448,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5935842, 12.9761432], [77.5934826, 12.9762085], [77.5933468, 12.9762884], [77.5927929, 12.9764195], [77.5923837, 12.9765163]]}"
way/52020416,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5936019, 12.9770017], [77.5934544, 12.9771412], [77.5933814, 12.9772102]]}"
way/52032730,yes,service,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5913243, 12.9772392], [77.5913592, 12.9771987], [77.5913724, 12.9771834], [77.5917771, 12.9768217], [77.5921433, 12.9766433], [77.5930645, 12.97751], [77.5939744, 12.9784399], [77.5938316, 12.9785709]]}"
way/52057923,yes,unclassified,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5903795, 12.9759249], [77.5905811, 12.9760842], [77.5907442, 12.9761513], [77.5908512, 12.9761713], [77.5909672, 12.9761769], [77.5911287, 12.976158], [77.5913262, 12.9760864]]}"
way/52246044,yes,tertiary,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5971513, 12.9827271], [77.5972842, 12.9826708], [77.5974734, 12.9826053], [77.597875, 12.9824663], [77.5980314, 12.982415], [77.5983672, 12.9823021], [77.5988597, 12.9821412], [77.5989486, 12.9821105], [77.5993292, 12.9819793], [77.5995606, 12.9818995], [77.5998602, 12.9817962], [77.5998887, 12.9817864], [77.6001577, 12.981694], [77.6002213, 12.9816721], [77.6004298, 12.9816005], [77.6006644, 12.9815199], [77.6007293, 12.9814976], [77.6009838, 12.9814101], [77.6012441, 12.9813207], [77.6013577, 12.9812816]]}"
way/53624303,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5852703, 12.9473536], [77.5854039, 12.9473588], [77.5855776, 12.9474876], [77.585636, 12.9475498]]}"
way/53624309,yes,pedestrian,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5858421, 12.9477215], [77.5859758, 12.9477852], [77.5860705, 12.9478225], [77.5864095, 12.9478962], [77.586597, 12.9479165], [77.586742, 12.9479215], [77.588077, 12.9478006]]}"
way/53754963,no,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6205012, 12.8608227], [77.6193342, 12.8599062], [77.6190444, 12.8596786], [77.618435, 12.8592057], [77.6171385, 12.8581585], [77.6164355, 12.8575967], [77.6158439, 12.8571783], [77.6155875, 12.8570066], [77.6151599, 12.8567429], [77.6147218, 12.8564958], [77.6141948, 12.856221], [77.6137166, 12.8559939], [77.6132765, 12.8558007], [77.6129844, 12.8556839], [77.6125267, 12.8555008], [77.6124735, 12.8554839], [77.6117943, 12.8552677], [77.6114107, 12.8551563], [77.6109256, 12.8550288], [77.6105072, 12.8549428], [77.6100921, 12.8548664], [77.608197, 12.8545802], [77.607653, 12.854487], [77.6073157, 12.8544109], [77.6069591, 12.8543183], [77.60678, 12.8542657], [77.6060536, 12.8540528]]}"
way/53754968,no,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6343639, 12.8669956], [77.6348751, 12.8669958], [77.6351342, 12.8669893], [77.6356034, 12.8669646], [77.6360771, 12.8669249], [77.6366614, 12.866857], [77.6375144, 12.8667484], [77.6378804, 12.8666878], [77.638596, 12.8665523], [77.6389909, 12.8664649], [77.6394258, 12.866366], [77.6399512, 12.8662291], [77.6404158, 12.8661], [77.6409244, 12.8659454], [77.6414209, 12.8657637], [77.6420138, 12.865556], [77.6424875, 12.865374], [77.6433209, 12.8650341], [77.6436861, 12.8648657], [77.6441481, 12.8646488], [77.6448557, 12.8642765], [77.6465041, 12.8634437], [77.64788, 12.8627436], [77.6490148, 12.8621667], [77.6501132, 12.8616317], [77.651693, 12.8609116], [77.6519994, 12.8607727], [77.6527907, 12.8604087], [77.653013, 12.8603083], [77.6532111, 12.8602176], [77.6533856, 12.8601377], [77.6535371, 12.8600697], [77.6536496, 12.8600164], [77.6537295, 12.8599816], [77.6544712, 12.8596417]]}"
way/53754972,no,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6339734, 12.8668247], [77.6333523, 12.8667954], [77.632783, 12.8667464], [77.6321697, 12.8666694], [77.631745, 12.8665989], [77.6313576, 12.8665283], [77.6308197, 12.8663947], [77.630431, 12.866298], [77.630179, 12.8662277]]}"
way/53754973,no,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6343518, 12.8668314], [77.6339734, 12.8668247]]}"
way/53754974,no,motorway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6292301, 12.8659226], [77.6291255, 12.8658805]]}"
way/53849116,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5514095, 13.0237977], [77.5511478, 13.0242863]]}"
way/53849117,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5515608, 13.0238786], [77.5514095, 13.0237977], [77.5510287, 13.0235942]]}"
way/53861548,yes,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5683984, 12.977605], [77.5684462, 12.9777977], [77.5686768, 12.9787262], [77.5687158, 12.978872], [77.5687767, 12.9790645], [77.5688483, 12.979254], [77.5689214, 12.9794437], [77.5690021, 12.9796267], [77.5690843, 12.9798059], [77.5691036, 12.9798462]]}"
way/53861558,yes,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5689071, 12.9798851], [77.5688961, 12.9798707], [77.5688221, 12.9797686], [77.5687378, 12.97964], [77.5686491, 12.979488], [77.5685851, 12.9793645], [77.5685126, 12.9792117], [77.5684527, 12.9790722], [77.5684035, 12.9789504], [77.5683491, 12.9787757], [77.5683023, 12.9786141], [77.5682668, 12.9784664], [77.5681145, 12.9776582]]}"
way/53861694,yes,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5686039, 12.981179], [77.5685384, 12.9810275], [77.5684801, 12.9808841], [77.5684185, 12.9807101], [77.5683802, 12.9805882], [77.568329, 12.9804155], [77.5682817, 12.9802563], [77.5682263, 12.9800443], [77.568174, 12.9798159], [77.5681428, 12.979657], [77.5681026, 12.9794614], [77.5680839, 12.9793669], [77.5678143, 12.9779456], [77.5677628, 12.9776669]]}"
way/53861697,yes,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5691297, 12.9803043], [77.5690262, 12.9801929], [77.5688734, 12.9799804], [77.5687322, 12.9797748], [77.568659, 12.9796733], [77.5685731, 12.9795282], [77.5685144, 12.9794144], [77.5684347, 12.9792526], [77.5682995, 12.97893], [77.5682422, 12.9787334], [77.5681943, 12.9785288], [77.5680525, 12.9777799], [77.5679772, 12.9774085], [77.5678762, 12.9768225], [77.5677658, 12.9762356]]}"
way/53861700,yes,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5677324, 12.9762403], [77.5677274, 12.9763698], [77.567728, 12.9764562], [77.5677855, 12.9767138], [77.5678061, 12.976834], [77.5679072, 12.97742], [77.5679661, 12.9777897], [77.5682368, 12.9791693], [77.5683191, 12.9797349], [77.5683755, 12.9800311], [77.5684411, 12.9803097], [77.5685117, 12.9805778], [77.5685895, 12.9808257], [77.5687066, 12.9811389]]}"
way/54174752,yes,footway,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5811748, 12.9439888], [77.5811633, 12.9440886], [77.5812491, 12.9444864], [77.5813841, 12.9449048], [77.5814869, 12.9452236], [77.581565, 12.9459846], [77.5816772, 12.9463772], [77.5816798, 12.9463864], [77.5817185, 12.9465217], [77.5817682, 12.9468276], [77.5817777, 12.9468858], [77.5817708, 12.9469527], [77.5817365, 12.9473393], [77.5817173, 12.9474369], [77.5816705, 12.947491], [77.5815795, 12.9475642], [77.5815025, 12.9476416], [77.5814531, 12.9476998], [77.58141, 12.9477647], [77.5813851, 12.9478242], [77.5813602, 12.9478922], [77.5813321, 12.9480031], [77.5813253, 12.9480299], [77.5813173, 12.9481094], [77.5813186, 12.9481948], [77.5813413, 12.948262], [77.5813671, 12.9483086], [77.5814174, 12.9483309], [77.5814899, 12.9483446], [77.5815874, 12.9483462], [77.5816865, 12.9483306], [77.5817362, 12.9483056]]}"
