osm_id,road_type,foot_access,surface,width,lit,sidewalk,crossing_count,street_lamp_count,lit_feature_count,crossing_density,lamp_density,lit_feature_density,road_type_score,surface_score,foot_access_score,explicit_lit_score,width_score,sidewalk_known,sidewalk_positive,pedestrian_infrastructure_score,crossing_score,lighting_score,pseudo_safety_score,safety_label
way/57885698,pedestrian,,sett,,,,0,1,0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.625,56.875,high
way/150582717,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/273786648,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/335369752,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/335369757,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/335369760,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/335369762,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/335371940,pedestrian,,,,,,0,3,0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.625,51.87500000000001,high
way/335409416,pedestrian,,,,,,0,40,0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.625,51.87500000000001,high
way/372150308,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/372150309,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/378505145,footway,,concrete,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/425050393,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/515225942,footway,,dirt,,yes,,0,0,1,0.0,0.0,1.0,0.9,0.35,0.5,1.0,0.5,0,0,0.65,0.0,0.44999999999999996,43.75,high
way/518601916,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/574103557,pedestrian,,paving_stones,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/581289536,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/581289538,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/636462563,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/690851283,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/690851286,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/691137063,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/752960707,footway,,concrete,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/777638980,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1039668744,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1039668759,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1062372932,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1064890936,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1066870624,footway,,paving_stones,,,,1,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/1068852037,footway,,asphalt,,,,0,8,2,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1093609910,pedestrian,,paving_stones,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1095561514,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1113077002,pedestrian,,,,,,0,1,0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.625,51.87500000000001,high
way/1125144622,pedestrian,,concrete,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1125877403,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1212362584,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1218820683,footway,,,,,,0,0,1,0.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.375,43.375,high
way/1220567452,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1223497723,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1238874788,footway,,paving_stones,,,,0,1,1,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1240253042,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1240447779,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1240674148,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1240674154,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1241434297,footway,,concrete,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1241434318,pedestrian,,paving_stones,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1241434319,pedestrian,,paving_stones,,,,0,1,0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.625,56.875,high
way/1248868623,pedestrian,,paving_stones,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1252533780,pedestrian,,,,,,0,0,1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.375,45.625,high
way/1257700361,pedestrian,,paving_stones,,,,2,0,0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,1.0,0.075,68.125,high
way/1277616429,footway,,paving_stones,,,,0,1,1,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1277616433,pedestrian,,paving_stones,,,,1,0,0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,1.0,0.075,68.125,high
way/1284192697,pedestrian,,,,yes,,0,0,8,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0,0,0.725,0.0,0.44999999999999996,47.5,high
way/1307882690,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1307949916,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1310885236,footway,,concrete,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1310885240,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1311064550,pedestrian,,,,,,0,0,1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.375,45.625,high
way/1312453352,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1347082812,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1347082813,footway,,paving_stones,,,,1,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/1352955736,pedestrian,,,,,,0,1,1,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.925,59.375,high
way/1353595401,pedestrian,,,,,,0,0,1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.375,45.625,high
way/1353603002,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1353603012,pedestrian,,,,,,0,0,1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.375,45.625,high
way/1353687265,pedestrian,,,,,,0,0,1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.375,45.625,high
way/1353870701,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1354825003,footway,,paving_stones,,,,0,1,2,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1363825201,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1414057811,footway,,paving_stones,,,,0,2,0,0.0,1.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.625,54.625,high
way/1435267180,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1454095240,footway,,,,,,1,0,0,1.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,1.0,0.075,60.875000000000014,high
way/1455060150,pedestrian,,concrete,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1455060154,pedestrian,,concrete,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1456534629,pedestrian,yes,concrete,,yes,,0,0,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0.95,0.0,0.44999999999999996,58.74999999999999,high
way/1457381310,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457381312,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949847,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949850,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949854,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949855,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949856,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949859,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949861,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1457949863,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1458899352,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1458899353,pedestrian,,,,,,1,0,0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,1.0,0.075,63.12500000000001,high
way/1458899354,pedestrian,,,,,,1,0,0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,1.0,0.075,63.12500000000001,high
way/1458899355,pedestrian,,,,,,0,0,1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.375,45.625,high
way/1458913668,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1458913669,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1460666526,pedestrian,,paving_stones,,,,0,0,1,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.375,50.625,high
way/1461533612,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1461533613,pedestrian,,paving_stones,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1461533623,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1463372673,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1463372674,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1463372675,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1463372678,footway,,paving_stones,,,,0,0,2,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1463385879,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1463385881,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1463649215,footway,,paving_stones,,,,1,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/1463649216,footway,,paving_stones,,,,2,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/1463649218,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1463649220,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1463649222,footway,,paving_stones,,,,0,1,0,0.0,1.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.625,54.625,high
way/1463649224,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1463856157,footway,,paving_stones,,,,0,1,1,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1463856158,footway,,paving_stones,,,,0,1,0,0.0,1.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.625,54.625,high
way/1463856164,footway,,paving_stones,,,,0,1,1,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1464520211,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1464520213,footway,,,,,,1,0,2,1.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,1.0,0.375,68.37500000000001,high
way/1464520214,footway,,,,,,1,0,0,1.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,1.0,0.075,60.875000000000014,high
way/1464520215,footway,,,,,,2,0,1,1.0,0.0,1.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,1.0,0.375,68.37500000000001,high
way/1466162858,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1466162859,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466162870,footway,,,,,,0,0,0,0.0,0.0,0.0,0.9,0.5,0.5,0.5,0.5,0,0,0.68,0.0,0.075,35.875,low
way/1466372622,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466372641,footway,,paving_stones,,,,0,0,2,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1466372656,footway,,paving_stones,,,,4,0,1,1.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.375,73.375,high
way/1466372661,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466376197,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466376199,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466669618,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466669619,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466669620,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466669621,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466669625,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955035,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955037,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955039,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955051,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955054,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955055,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955056,footway,,paving_stones,,,,2,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/1466955057,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955058,footway,,paving_stones,,,,2,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/1466955059,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1466955060,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467337492,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467337493,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467492972,footway,,paving_stones,,,,0,1,1,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1467492973,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467492977,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467796918,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467796919,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467796921,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1467796922,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467796923,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467828596,footway,,paving_stones,,,,2,0,0,1.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.075,65.875,high
way/1467828598,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467828600,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1467828601,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1468136072,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1468136073,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1468136084,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1468141926,footway,,paving_stones,,,,2,4,1,1.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.925,87.12500000000001,high
way/1468141927,footway,,paving_stones,,,,2,0,2,1.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,1.0,0.375,73.375,high
way/1468141929,footway,,paving_stones,,,,0,2,1,0.0,1.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.925,62.12500000000001,high
way/1468141933,footway,,paving_stones,,,,0,2,0,0.0,1.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.625,54.625,high
way/1468640117,footway,,paving_stones,,,,0,0,1,0.0,0.0,1.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.375,48.375,high
way/1468640119,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1468640120,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1470061032,pedestrian,,paving_stones,,,,0,0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0,0,0.825,0.0,0.075,43.125,high
way/1494139586,footway,,paving_stones,,,,0,0,0,0.0,0.0,0.0,0.9,1.0,0.5,0.5,0.5,0,0,0.78,0.0,0.075,40.875,medium
way/1511814362,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1512666769,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1540176474,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1540176475,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1540947837,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1551108318,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/1557246114,pedestrian,,,,,,0,0,0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0,0,0.725,0.0,0.075,38.125,medium
way/4354952,footway,,compacted,3,no,,0,0,1,0.0,0.0,1.0,0.9,0.65,0.5,0.2,1.0,0,0,0.76,0.0,0.32999999999999996,46.25,high
