osm_id,road_type,foot_access,sidewalk,lit,surface,width,geometry_type,geometry
way/666494724,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7417686, 12.963125], [77.7417618, 12.9631152], [77.7417167, 12.9630121], [77.7416915, 12.9629612]]}"
way/669514916,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5704851, 13.0947385], [77.570563, 13.0947826], [77.5706179, 13.094793], [77.5705978, 13.0948505], [77.5706032, 13.0949145], [77.5705522, 13.0949837], [77.5704718, 13.0950438], [77.5704463, 13.0951209], [77.5704597, 13.0951953], [77.5705415, 13.0952659], [77.570563, 13.0953181], [77.5705549, 13.0953677], [77.5705898, 13.0954109], [77.5706676, 13.0954239], [77.5707252, 13.0953939], [77.5707561, 13.0954004], [77.5707641, 13.0953573], [77.5707641, 13.0952894], [77.5707722, 13.0952267], [77.5707547, 13.0951836], [77.5707051, 13.0951522], [77.5706421, 13.0950216], [77.5706542, 13.0949053], [77.5706823, 13.0948244], [77.5706595, 13.0947917], [77.5706179, 13.094793]]}"
way/671051778,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5000447, 12.923285], [77.5000414, 12.9233309], [77.5000393, 12.9233621]]}"
way/671743723,footway,yes,,yes,paved,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5179115, 12.930303], [77.5184265, 12.9299632], [77.5183607, 12.9298118], [77.5181352, 12.9292924], [77.5179032, 12.928758], [77.5174351, 12.9289562], [77.5172383, 12.9290396], [77.5174512, 12.9294392], [77.5174629, 12.9294613], [77.5175336, 12.9295937], [77.5179115, 12.930303]]}"
way/671743725,footway,,,,paved,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5175336, 12.9295937], [77.5176922, 12.9295059], [77.5177634, 12.9294665], [77.5177791, 12.9294602], [77.5177908, 12.9294733], [77.5178046, 12.9294789], [77.5178222, 12.9294814], [77.5178399, 12.9294751], [77.5178513, 12.929466], [77.5178594, 12.9294531], [77.5178684, 12.9294357], [77.5178734, 12.9294168], [77.5181352, 12.9292924]]}"
way/671743726,footway,,,,paved,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5177791, 12.9294602], [77.5177797, 12.9294438], [77.5177849, 12.9294284], [77.5177938, 12.9294164], [77.5178099, 12.9294064], [77.5178177, 12.9294052], [77.5178294, 12.9294034], [77.5178384, 12.9294055], [77.5178507, 12.9294084], [77.5178734, 12.9294168]]}"
way/671743727,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5183607, 12.9298118], [77.5184179, 12.929779], [77.5184594, 12.9297552]]}"
way/671743728,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5174512, 12.9294392], [77.5174213, 12.9294629], [77.5173914, 12.9294866]]}"
way/672590444,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5000393, 12.9233621], [77.5000164, 12.9233392], [77.4998807, 12.923202]]}"
way/672590448,footway,,,,cobblestone,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4998809, 12.9234856], [77.499861, 12.9235048], [77.4998275, 12.9235373], [77.4997877, 12.9235759]]}"
way/672590450,footway,,,,cobblestone,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4997668, 12.9235961], [77.499742, 12.9236202]]}"
way/672590454,footway,,,,concrete:lanes,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4998813, 12.9237702], [77.4999092, 12.9237519]]}"
way/674203461,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.4238306, 12.9067556], [77.4238055, 12.9062742]]}"
way/674239573,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.570707, 13.0936942], [77.5706375, 13.0936395], [77.5705588, 13.093637], [77.5704879, 13.0936293], [77.570447, 13.0936426], [77.5703733, 13.0936666]]}"
way/675402042,footway,,,,concrete,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7372261, 12.9841124], [77.7373289, 12.9841123], [77.7376576, 12.9838372]]}"
way/675496493,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5964502, 13.0324809], [77.5964401, 13.0322789]]}"
way/675649195,footway,,,no,fine_gravel,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5596987, 13.0639222], [77.5597252, 13.0637305], [77.5597871, 13.0635773], [77.5598391, 13.0634767], [77.5599273, 13.0634117], [77.5601204, 13.0633837], [77.5608618, 13.063252], [77.5616835, 13.0630484], [77.5622193, 13.0627975], [77.5626851, 13.0624891], [77.5631546, 13.0621075], [77.5634559, 13.0618989], [77.5635099, 13.0618508]]}"
way/675649199,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5667448, 13.0641955], [77.5667196, 13.0641068], [77.5666639, 13.0640723], [77.5665527, 13.0640329]]}"
way/676265336,path,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6909094, 12.93389], [77.6911884, 12.9338511], [77.6912743, 12.9338237], [77.691466, 12.9338028], [77.6915934, 12.9337701], [77.6916592, 12.933774]]}"
way/677253461,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6510261, 12.8407441], [77.6512895, 12.8407288], [77.6515582, 12.8406586], [77.6517697, 12.8406036], [77.6517905, 12.8405971]]}"
way/677253462,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6517905, 12.8405971], [77.6519071, 12.840564], [77.652046, 12.8405229], [77.6526696, 12.8403419]]}"
way/677253464,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6539584, 12.8396936], [77.6540904, 12.839606], [77.6541586, 12.8395726], [77.6542657, 12.8395247], [77.654392, 12.8394945], [77.6545712, 12.839446], [77.6546494, 12.8394285], [77.655379, 12.8392674], [77.6554102, 12.8392605], [77.6555277, 12.8392346], [77.6555545, 12.8392287], [77.6558009, 12.8391742], [77.6563555, 12.8391378], [77.6564556, 12.8391312]]}"
way/677253465,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6564556, 12.8391312], [77.6577349, 12.8390897]]}"
way/677326076,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7014928, 12.9681433], [77.701542, 12.9681628], [77.7016515, 12.9682077], [77.7017033, 12.9682363]]}"
way/677360551,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5756044, 13.1019924], [77.5756443, 13.1018943], [77.5756554, 13.1018669]]}"
way/677360552,path,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.575764, 13.1013716], [77.5757607, 13.1013937], [77.5757586, 13.1014096]]}"
way/677671731,footway,,,yes,metal,5,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6702828, 12.9231877], [77.6703949, 12.9229642]]}"
way/678066268,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6317857, 12.898226], [77.6323819, 12.898162], [77.63237, 12.8980654], [77.6323091, 12.8975681], [77.6322954, 12.8974563], [77.6316923, 12.897538], [77.6317082, 12.8976554], [77.6317729, 12.8981317], [77.6317857, 12.898226]]}"
way/678066269,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6323014, 12.8980734], [77.63237, 12.8980654]]}"
way/678066270,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.632239, 12.8975797], [77.6323091, 12.8975681]]}"
way/678066271,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6317932, 12.8976424], [77.6317082, 12.8976554]]}"
way/678066272,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6318589, 12.8981196], [77.6317729, 12.8981317]]}"
way/678066399,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6327672, 12.8983989], [77.6328809, 12.898321], [77.6328514, 12.8981144], [77.6329168, 12.8980739]]}"
way/678332727,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6028696, 12.9041162], [77.6030427, 12.9043659], [77.6030336, 12.9044439], [77.6029459, 12.9045701]]}"
way/681579111,footway,,,yes,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5797206, 13.0715314], [77.5796298, 13.0715099], [77.5796134, 13.071506], [77.5793979, 13.071455], [77.5793499, 13.071446], [77.5792468, 13.0714844], [77.5791847, 13.0715076], [77.5791372, 13.0717059], [77.5790843, 13.0719262], [77.5790428, 13.0721465], [77.5790118, 13.072229], [77.578909, 13.0723041], [77.578891, 13.0723342], [77.5788858, 13.0723793], [77.5788935, 13.0724269], [77.5788807, 13.0724745], [77.5788575, 13.072512], [77.5788447, 13.0725396], [77.5788301, 13.0725899]]}"
way/683384550,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5670288, 12.9763198], [77.5670424, 12.9763594], [77.5670935, 12.9764123]]}"
way/683384551,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5650243, 12.9755049], [77.5653058, 12.9752871], [77.5653333, 12.975406], [77.5653076, 12.9754128]]}"
way/684288594,footway,,,yes,concrete,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5500827, 13.000191], [77.5499266, 13.0001617]]}"
way/684288595,footway,,,yes,concrete,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5495391, 12.9994615], [77.5495433, 12.9994403], [77.5495532, 12.9993925]]}"
way/684824223,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7020693, 12.9686907], [77.7022849, 12.9688272], [77.702356, 12.9688076], [77.702466, 12.9686664], [77.7026135, 12.9683475], [77.7022889, 12.9683305], [77.7020878, 12.9683619], [77.7019456, 12.9686141], [77.7020693, 12.9686907]]}"
way/684921477,footway,,,,unpaved,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5781173, 13.0704848], [77.57811, 13.0704814], [77.5780783, 13.0704664], [77.5780376, 13.0705086], [77.5780096, 13.0705185], [77.5779638, 13.0704838], [77.5778111, 13.0703698], [77.5777627, 13.0703772], [77.5776966, 13.0703623], [77.5776585, 13.0703361]]}"
way/687001501,footway,,,,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6493334, 12.9876589], [77.6494856, 12.9877006], [77.6495403, 12.9877257], [77.6497137, 12.9878053], [77.6499861, 12.9879306], [77.6502977, 12.98808], [77.6507532, 12.9882994], [77.6511948, 12.9885011], [77.6516779, 12.9887311], [77.6518204, 12.9887953], [77.652041, 12.9888946], [77.6524544, 12.9890843], [77.652843, 12.9892648], [77.6529358, 12.9893103], [77.6530265, 12.9894099], [77.6534014, 12.9895803], [77.653444, 12.9896043], [77.6534702, 12.9896169]]}"
way/687001502,footway,yes,,no,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.654593, 12.9900512], [77.6545554, 12.9901178], [77.6549557, 12.9903101], [77.6553206, 12.9904821], [77.6557268, 12.9906822], [77.6568666, 12.9912567], [77.6568916, 12.9912668], [77.6571626, 12.9913894], [77.6572518, 12.9914298], [77.6574874, 12.9915385], [77.6576779, 12.9916264], [77.6583517, 12.9919465], [77.659175, 12.9923596], [77.659784, 12.9926566], [77.6600252, 12.9927546], [77.6602263, 12.9928442], [77.6603449, 12.9929071]]}"
way/687001503,footway,,,no,paving_stones,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6571777, 12.9910712], [77.6570259, 12.9910149], [77.6570003, 12.9910026], [77.6559033, 12.9904759], [77.6548072, 12.9899478], [77.6543762, 12.9897438], [77.6536872, 12.9894276], [77.6531559, 12.9891655], [77.6527647, 12.9890031], [77.6519557, 12.9886371], [77.6515667, 12.988453], [77.6510021, 12.9881952], [77.6505643, 12.9879852], [77.649733, 12.987617], [77.6489617, 12.9872574], [77.6485305, 12.9870582], [77.6482676, 12.9869163], [77.6482274, 12.9868872]]}"
way/687251528,footway,,,,concrete,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6254682, 12.9769907], [77.6255746, 12.9773963]]}"
way/687375783,path,yes,,,concrete,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6348944, 12.9723046], [77.6348928, 12.9724347], [77.6348613, 12.972568], [77.6348058, 12.9726324], [77.6347734, 12.9727183]]}"
way/687555359,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6293933, 12.9175593], [77.6292763, 12.9175954], [77.6290903, 12.9176521], [77.6288998, 12.9177102]]}"
way/687910159,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5339947, 12.9349226], [77.5340218, 12.9340343], [77.5340217, 12.9340259], [77.5340216, 12.9340203], [77.5340287, 12.9338229], [77.5340317, 12.9337808]]}"
way/687921107,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5354247, 12.9339751], [77.5356834, 12.9339972], [77.5357867, 12.9340039]]}"
way/687921109,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5358532, 12.9340078], [77.5358522, 12.9340194]]}"
way/687921111,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5358189, 12.934018], [77.5357744, 12.9340157], [77.5357614, 12.9340151]]}"
way/687922246,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5344228, 12.9338024], [77.5344451, 12.933684], [77.5344535, 12.9336391], [77.5344583, 12.9336139], [77.5344599, 12.9336052], [77.5344629, 12.9335974], [77.5344931, 12.9335182], [77.5346674, 12.933528], [77.5347437, 12.9335745]]}"
way/688351855,living_street,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6228883, 12.9777738], [77.6230478, 12.9777815], [77.6231345, 12.9777837], [77.6231859, 12.9777802], [77.6234098, 12.9777661]]}"
way/688353426,living_street,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6234355, 12.9780994], [77.6236984, 12.9780814], [77.6239443, 12.9780641]]}"
way/688353428,living_street,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6236801, 12.9762947], [77.6237624, 12.9769272]]}"
way/688353434,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6258824, 12.9786935], [77.6258813, 12.9786031]]}"
way/688353435,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6252987, 12.9786537], [77.6252958, 12.9785567]]}"
way/688432865,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6337063, 12.9794346], [77.6337251, 12.9795433]]}"
way/688432866,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6337934, 12.9796656], [77.6337704, 12.9795421]]}"
way/688432871,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6296681, 12.9801316], [77.6295367, 12.9798401]]}"
way/688432873,pedestrian,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.629949, 12.9801596], [77.6299102, 12.9801765], [77.6297181, 12.9802516]]}"
way/688432875,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6297181, 12.9802516], [77.6296681, 12.9801316], [77.6293221, 12.9802688], [77.6294254, 12.9805105], [77.6297652, 12.9803721]]}"
way/688597354,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6957621, 12.9414993], [77.6958064, 12.9415686], [77.6959716, 12.9414565], [77.6961876, 12.9417815], [77.6962455, 12.9418745], [77.6962557, 12.9418876], [77.6962845, 12.941856], [77.6964076, 12.9417812], [77.69644, 12.9417615]]}"
way/688597358,footway,yes,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.6962557, 12.9418876], [77.6962995, 12.9419522], [77.6963133, 12.9419725], [77.6963588, 12.9420423], [77.6961641, 12.9421544], [77.6961163, 12.9420888], [77.6963133, 12.9419725]]}"
way/689305698,footway,,,,concrete,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5855647, 13.0632803], [77.5856167, 13.0632421], [77.5856423, 13.0632233], [77.5856061, 13.063109], [77.5856706, 13.0630784], [77.5859159, 13.062962], [77.5859612, 13.0629167], [77.5860105, 13.0628757], [77.5860634, 13.0628392], [77.5861113, 13.0628119], [77.5861613, 13.0627883], [77.586213, 13.0627687], [77.5862374, 13.0627667], [77.5862619, 13.0627674], [77.5862961, 13.0627729], [77.586329, 13.0627837], [77.5863364, 13.0627216], [77.5863439, 13.06269], [77.5863538, 13.0626589], [77.5863734, 13.0626215], [77.5863977, 13.0625867], [77.5864262, 13.0625551], [77.5864695, 13.0625191], [77.5865183, 13.0624906], [77.5865711, 13.0624702], [77.5866267, 13.0624584], [77.5869848, 13.0621718], [77.5870197, 13.0618855], [77.5870168, 13.0618639], [77.5870067, 13.0618444], [77.5869905, 13.0618292], [77.58697, 13.0618202], [77.5869508, 13.0618182], [77.5869317, 13.0618216], [77.5869144, 13.0618303], [77.5869005, 13.0618434], [77.586891, 13.0618599], [77.5868869, 13.0618784], [77.5868574, 13.0619285], [77.5868225, 13.0619752], [77.5867825, 13.0620179], [77.586738, 13.062056], [77.5866877, 13.0620904], [77.5866336, 13.0621189], [77.5865766, 13.0621413], [77.5865174, 13.0621573], [77.5864631, 13.0621771], [77.5864121, 13.0622043], [77.5863674, 13.0622368], [77.5863276, 13.0622749], [77.5863093, 13.0622976], [77.5862874, 13.0623171], [77.5862626, 13.062333], [77.5862317, 13.062346], [77.5861989, 13.0623532], [77.5861775, 13.0623528], [77.5861564, 13.0623566], [77.5861365, 13.0623643], [77.5861162, 13.0623778], [77.5860996, 13.0623955], [77.5860876, 13.0624164], [77.5860809, 13.0624395], [77.5860593, 13.062481], [77.5860328, 13.0625197], [77.5860018, 13.0625551], [77.5859612, 13.062591], [77.585916, 13.0626212], [77.585867, 13.0626452], [77.5858177, 13.0626805], [77.5857718, 13.0627197], [77.5857209, 13.0627721], [77.5856759, 13.0628294], [77.5856504, 13.0629392], [77.5856706, 13.0630784]]}"
way/690136356,footway,designated,,,paved,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5395797, 12.9338616], [77.5395222, 12.9338455], [77.5394844, 12.9338338], [77.539462, 12.9337711]]}"
way/690202667,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7019327, 12.9907609], [77.7020696, 12.9907787], [77.7021375, 12.9907649], [77.702192, 12.9907395], [77.7022025, 12.9907346], [77.7022562, 12.9906905], [77.7023156, 12.9906299], [77.7023749, 12.990641], [77.7024032, 12.990685], [77.7024145, 12.9907456]]}"
way/690202669,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7015473, 12.9908487], [77.7015634, 12.9909049], [77.7015607, 12.9909532], [77.7015699, 12.9909849], [77.7015891, 12.9910155], [77.7016089, 12.9910431], [77.7016089, 12.9910789], [77.7016202, 12.9911147], [77.7016598, 12.9911257], [77.7017191, 12.9911064], [77.7017644, 12.9911147], [77.7017926, 12.991145], [77.7018039, 12.9912001]]}"
way/690202671,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7018185, 12.9907494], [77.701776, 12.9907651], [77.7017069, 12.9907716], [77.7015795, 12.9908043], [77.7015473, 12.9908487], [77.7015044, 12.9908409], [77.7014749, 12.9908108], [77.7014481, 12.9907402], [77.7014413, 12.9906514], [77.7014132, 12.9905795], [77.7014078, 12.990488], [77.7013877, 12.9904044], [77.7014002, 12.9903714], [77.701441, 12.9903537]]}"
way/690202672,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.701441, 12.9903537], [77.7014421, 12.9903242], [77.7014365, 12.9902691], [77.7014393, 12.9902168], [77.701428, 12.990181]]}"
way/690202673,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7023156, 12.9906299], [77.7023014, 12.9905776], [77.7022675, 12.9905225], [77.7022308, 12.9904454], [77.7022364, 12.9903958], [77.7022449, 12.9903077], [77.7022279, 12.9902388]]}"
way/690202674,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7022279, 12.9902388], [77.7022986, 12.9902058], [77.702276, 12.9900626], [77.7023784, 12.9900494]]}"
way/690202675,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.702782, 12.9904426], [77.702782, 12.9903848], [77.7027707, 12.990327], [77.7027424, 12.9902278]]}"
way/690202676,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.702782, 12.9904426], [77.7028413, 12.9904895], [77.7028979, 12.9905115], [77.7029798, 12.9905115], [77.7030013, 12.9905025], [77.703059, 12.9904785], [77.7031398, 12.9903857]]}"
way/690202677,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7027028, 12.9905225], [77.7027113, 12.9905666], [77.7027311, 12.9906437], [77.702748, 12.9907181], [77.7027989, 12.9907484], [77.7028413, 12.9907318], [77.7028809, 12.9906878], [77.7029148, 12.9906657], [77.7029374, 12.9906327], [77.7029657, 12.9906107], [77.7030137, 12.9905831], [77.7030137, 12.9905418], [77.7030013, 12.9905025]]}"
way/690202679,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.7033332, 12.9909329], [77.7033021, 12.9909109], [77.7032823, 12.9908448], [77.7032794, 12.990798], [77.7032653, 12.9907456], [77.703254, 12.9906905], [77.7032653, 12.9906382], [77.7032455, 12.9906052], [77.7032286, 12.9905583], [77.7032313, 12.9905347], [77.7032342, 12.9905087], [77.7032201, 12.9904702], [77.703158, 12.990424]]}"
way/690202682,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.702192, 12.9907395], [77.7022283, 12.9907892], [77.7022548, 12.9908322], [77.7022548, 12.9908644], [77.7022526, 12.9909009], [77.7022592, 12.9909267], [77.7022724, 12.9909653], [77.7022945, 12.9910126], [77.7022945, 12.9910491], [77.7022901, 12.9910706]]}"
way/690210895,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5524309, 13.0090211], [77.5524397, 13.0090893], [77.5524754, 13.0093626], [77.5524011, 13.0093697]]}"
way/690210896,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5523939, 13.0094246], [77.5524762, 13.0094641]]}"
way/690210897,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5524754, 13.0093626], [77.5524762, 13.0094641], [77.5523993, 13.0098452], [77.5523346, 13.0099338], [77.5522954, 13.0099518], [77.552154, 13.0101772], [77.5519459, 13.0101438], [77.5519186, 13.0101269], [77.5518877, 13.0100824], [77.5518957, 13.010045]]}"
way/690210898,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5522227, 13.0098022], [77.5522418, 13.0097864], [77.552266, 13.0097801], [77.5522906, 13.0097844], [77.552311, 13.0097986], [77.5523233, 13.0098198], [77.5523255, 13.0098405], [77.5523198, 13.0098606], [77.552307, 13.0098772], [77.5522888, 13.0098882], [77.5522678, 13.0098918], [77.5522468, 13.0098878], [77.5522292, 13.0098768], [77.5522168, 13.0098604], [77.5522112, 13.0098407], [77.5522133, 13.0098204], [77.5522227, 13.0098022]]}"
way/690210899,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5523993, 13.0098452], [77.5523255, 13.0098405]]}"
way/690210902,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5523814, 13.0089414], [77.5524309, 13.0090211]]}"
way/690210903,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5524397, 13.0090893], [77.5525337, 13.0090727]]}"
way/690210904,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5526154, 13.0095148], [77.552599, 13.0095273], [77.5525962, 13.0095804], [77.5526096, 13.0096167], [77.5526421, 13.0096503], [77.5527061, 13.0096587], [77.5529513, 13.0096631], [77.5531412, 13.0096666], [77.5534727, 13.0096726], [77.5536408, 13.0096734], [77.553762, 13.0096749], [77.5539176, 13.0096769], [77.554016, 13.0096777], [77.5541164, 13.0096785], [77.5541736, 13.009681]]}"
way/690210906,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5527463, 13.0092851], [77.5527461, 13.0092542], [77.552741, 13.0092326], [77.5527249, 13.0092091]]}"
way/690847993,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5306445, 12.9464025], [77.5307161, 12.9462564], [77.5306902, 12.9462443]]}"
way/690847994,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5304459, 12.9461607], [77.5304341, 12.9463084], [77.5304009, 12.9466131]]}"
way/690847995,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5304009, 12.9466131], [77.5303938, 12.9466639], [77.5304412, 12.9466847], [77.530543, 12.9467286], [77.5304862, 12.9468601]]}"
way/690847996,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5304412, 12.9466847], [77.5304009, 12.9467655]]}"
way/690848655,path,permissive,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5295298, 12.9432838], [77.529502, 12.9433784], [77.5294597, 12.9434837], [77.5293963, 12.9435616], [77.5293141, 12.9436348], [77.5292507, 12.9436737], [77.5291896, 12.9437218], [77.5290781, 12.9437816]]}"
way/690853343,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5541612, 13.0098384], [77.5542679, 13.00984]]}"
way/690853344,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5540546, 13.0098367], [77.5540563, 13.009799]]}"
way/691136415,footway,,,,concrete:plates,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5530352, 13.0095947], [77.5530363, 13.0095271]]}"
way/691137061,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5525795, 13.009074], [77.5526466, 13.0090659]]}"
way/691137065,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5525337, 13.0090727], [77.5525795, 13.009074], [77.5525971, 13.0091032], [77.5526322, 13.0091758], [77.5526916, 13.0093149], [77.5527015, 13.009338], [77.5527026, 13.0093693], [77.5526902, 13.0094015], [77.5526731, 13.0094197], [77.55264, 13.009448], [77.5526203, 13.0094707], [77.5526142, 13.0095029], [77.5526154, 13.0095148], [77.552662, 13.0094862], [77.5526936, 13.0094583], [77.5527192, 13.0094683], [77.5527467, 13.0094707], [77.5527609, 13.0094679], [77.5527738, 13.0094654], [77.5527982, 13.0094527], [77.5528178, 13.0094337], [77.5528208, 13.0094282], [77.5528316, 13.0094084], [77.5528368, 13.0093803], [77.552833, 13.0093519], [77.5528206, 13.009326], [77.5528006, 13.009305], [77.552775, 13.0092909], [77.5527463, 13.0092851]]}"
way/691137068,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5526278, 13.0088983], [77.5525944, 13.0088781], [77.5524636, 13.0087987]]}"
way/691137070,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5526278, 13.0088983], [77.5526987, 13.0089447]]}"
way/691137807,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5358522, 12.9340194], [77.535852, 12.9340266]]}"
way/691138815,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5357744, 12.9340157], [77.535774, 12.9340253]]}"
way/691141375,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5344535, 12.9336391], [77.534403, 12.9336379]]}"
way/691141376,footway,,,,,,LineString,"{""type"": ""LineString"", ""coordinates"": [[77.5344044, 12.9336135], [77.5344583, 12.9336139]]}"
